ROW_ID,ORDER_ID,ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,PRODUCT_ID,SALES,QUANTITY,DISCOUNT,PROFIT,ID_EMPLOYEE
2160,CA-2016-159737,3/9/2016,9/9/2016,Standard Class,CS-11950,OFF-BI-10004236,8.808,3,0.8,-14.9736,8
2161,CA-2016-141019,14/5/2016,14/5/2016,Same Day,LH-17155,FUR-FU-10002937,79.384,1,0.2,29.769,4
2162,CA-2016-101938,7/1/2016,12/1/2016,Standard Class,DW-13480,OFF-AR-10003696,34.58,1,0,10.0282,6
2163,CA-2017-166296,13/3/2017,19/3/2017,Standard Class,KF-16285,OFF-PA-10004359,314.55,3,0,150.984,4
2164,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,TEC-AC-10002402,191.976,3,0.2,23.997,5
2165,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,OFF-PA-10000551,8.288,2,0.2,3.0044,4
2166,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,FUR-FU-10003394,139.92,5,0.6,-150.414,1
2167,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,OFF-AR-10002067,15.872,1,0.2,1.1904,8
2168,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,OFF-BI-10004140,6.286,7,0.8,-11.0005,9
2169,CA-2017-117870,27/1/2017,30/1/2017,Second Class,JH-15820,OFF-AR-10004078,14.016,3,0.2,1.752,5
2170,CA-2017-117870,27/1/2017,30/1/2017,Second Class,JH-15820,TEC-AC-10000927,71.976,3,0.2,-8.997,8
2171,CA-2017-117870,27/1/2017,30/1/2017,Second Class,JH-15820,TEC-PH-10003931,107.982,3,0.4,-26.9955,8
2172,US-2017-137491,19/11/2017,25/11/2017,Standard Class,LC-16930,FUR-CH-10004675,305.312,2,0.3,-8.7232,2
2173,CA-2014-152296,1/8/2014,3/8/2014,First Class,IL-15100,OFF-BI-10004506,19.752,3,0.2,6.9132,9
2174,CA-2016-112025,30/7/2016,4/8/2016,Standard Class,LS-16975,OFF-BI-10002353,9.264,3,0.8,-13.896,8
2175,CA-2015-132507,30/7/2015,3/8/2015,Second Class,CC-12610,OFF-ST-10000943,61.792,4,0.2,6.1792,7
2176,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-PA-10000740,45.68,2,0,21.0128,1
2177,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-PA-10003001,60.12,9,0,28.8576,4
2178,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-BI-10001628,41.72,5,0.2,13.0375,8
2179,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-PA-10001509,71.6,8,0,32.936,9
2180,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,CJ-12010,OFF-BI-10000309,85.232,7,0.2,30.8966,7
2181,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,CJ-12010,OFF-LA-10003923,44.4,3,0,22.2,6
2182,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,CJ-12010,FUR-CH-10002084,442.764,4,0.1,59.0352,6
2183,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,CJ-12010,TEC-MA-10000488,3999.95,5,0,1159.9855,7
2184,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,CJ-12010,TEC-AC-10001767,199.95,5,0,21.9945,9
2185,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,CJ-12010,FUR-FU-10001940,63.68,8,0,28.0192,7
2186,CA-2017-124576,1/8/2017,4/8/2017,Second Class,HK-14890,OFF-BI-10002735,54.896,2,0.2,18.5274,1
2187,CA-2016-101378,14/7/2016,14/7/2016,Same Day,RH-19600,TEC-AC-10002345,29,2,0,7.25,2
2188,CA-2017-143063,10/8/2017,15/8/2017,Standard Class,IL-15100,OFF-EN-10003134,70.08,6,0,35.04,7
2189,CA-2017-143063,10/8/2017,15/8/2017,Standard Class,IL-15100,FUR-FU-10003708,121.3,2,0,25.473,6
2190,CA-2017-143063,10/8/2017,15/8/2017,Standard Class,IL-15100,TEC-PH-10003645,1454.49,9,0,378.1674,6
2191,CA-2016-118913,25/6/2016,29/6/2016,Standard Class,AS-10240,OFF-AP-10000692,60.81,3,0,17.0268,6
2192,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-BI-10001718,153.552,3,0.2,51.8238,4
2193,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-AP-10002082,65.34,3,0,22.869,8
2194,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-PA-10001125,123.92,4,0,55.764,8
2195,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-AP-10000252,35.1,3,0,12.285,2
2196,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,TEC-AC-10003038,44.75,5,0,8.5025,8
2197,CA-2016-136483,1/12/2016,6/12/2016,Standard Class,AG-10390,OFF-AR-10000940,4.704,2,0.2,0.4116,5
2198,CA-2014-163013,28/11/2014,4/12/2014,Standard Class,BF-11080,OFF-AR-10001954,14.67,3,0,3.9609,6
2199,CA-2015-135363,28/3/2015,2/4/2015,Standard Class,CK-12205,OFF-PA-10003177,15.552,3,0.2,5.4432,4
2200,CA-2015-135363,28/3/2015,2/4/2015,Standard Class,CK-12205,OFF-PA-10000533,5.232,1,0.2,1.7004,9
2201,US-2014-165659,1/6/2014,6/6/2014,Standard Class,LT-17110,FUR-FU-10001935,22.2,6,0,9.102,6
2202,US-2014-165659,1/6/2014,6/6/2014,Standard Class,LT-17110,TEC-PH-10002563,881.93,7,0,229.3018,7
2203,CA-2015-138002,6/9/2015,12/9/2015,Standard Class,BT-11305,OFF-BI-10002160,6.096,2,0.2,2.1336,2
2204,CA-2015-138002,6/9/2015,12/9/2015,Standard Class,BT-11305,FUR-FU-10004748,191.82,3,0,74.8098,5
2205,CA-2015-128860,29/6/2015,5/7/2015,Standard Class,SC-20725,FUR-FU-10001473,20.104,1,0.2,1.7591,9
2206,CA-2016-164350,10/9/2016,12/9/2016,Second Class,CG-12040,OFF-AR-10000538,67.56,3,0.2,8.445,9
2207,US-2014-103905,14/7/2014,20/7/2014,Standard Class,AW-10930,OFF-BI-10001098,29.932,7,0.8,-46.3946,8
2208,US-2014-103905,14/7/2014,20/7/2014,Standard Class,AW-10930,TEC-PH-10001552,38.272,4,0.2,3.8272,6
2209,CA-2015-129854,22/8/2015,26/8/2015,Standard Class,RB-19705,OFF-AR-10000390,16.52,4,0,7.5992,8
2210,CA-2014-125556,14/11/2014,16/11/2014,Second Class,ML-17410,TEC-PH-10001079,832.93,7,0,233.2204,6
2211,CA-2014-125556,14/11/2014,16/11/2014,Second Class,ML-17410,OFF-BI-10003460,43.8,10,0,21.024,3
2212,CA-2016-162313,27/11/2016,30/11/2016,First Class,VB-21745,OFF-AP-10003842,167.292,6,0.1,29.7408,8
2213,CA-2017-107874,21/11/2017,25/11/2017,Standard Class,SW-20275,FUR-FU-10003535,27.42,1,0,11.2422,8
2214,CA-2017-129378,1/10/2017,2/10/2017,First Class,NS-18505,OFF-BI-10002012,1.44,1,0.2,0.504,9
2215,CA-2017-129378,1/10/2017,2/10/2017,First Class,NS-18505,OFF-BI-10001922,61.776,13,0.2,20.8494,4
2216,CA-2017-129378,1/10/2017,2/10/2017,First Class,NS-18505,OFF-AP-10000576,241.96,2,0,60.49,8
2217,CA-2017-129378,1/10/2017,2/10/2017,First Class,NS-18505,FUR-CH-10000553,108.608,4,0.2,9.5032,8
2218,CA-2014-151953,20/9/2014,25/9/2014,Standard Class,DB-13555,OFF-AR-10003469,2.816,2,0.2,0.9856,9
2219,CA-2017-130841,28/7/2017,1/8/2017,Standard Class,MH-17620,OFF-BI-10000145,9.984,4,0.2,3.6192,4
2220,CA-2017-130841,28/7/2017,1/8/2017,Standard Class,MH-17620,OFF-ST-10001580,14.98,1,0,4.1944,8
2221,CA-2017-130841,28/7/2017,1/8/2017,Standard Class,MH-17620,TEC-PH-10001817,1145.6,4,0.2,100.24,8
2222,CA-2015-131884,6/12/2015,6/12/2015,Same Day,DK-13375,TEC-PH-10001578,485.94,2,0.4,-89.089,4
2223,CA-2015-131884,6/12/2015,6/12/2015,Same Day,DK-13375,OFF-AR-10004078,37.376,8,0.2,4.672,6
2224,CA-2015-131884,6/12/2015,6/12/2015,Same Day,DK-13375,FUR-CH-10004860,70.686,1,0.3,-24.2352,7
2225,CA-2017-121909,31/7/2017,5/8/2017,Standard Class,EA-14035,OFF-PA-10003790,54.816,3,0.2,17.8152,8
2226,CA-2016-106383,19/3/2016,21/3/2016,Second Class,BT-11440,FUR-BO-10002202,72.294,1,0.7,-98.8018,9
2227,CA-2017-130771,29/7/2017,3/8/2017,Standard Class,LA-16780,OFF-FA-10003059,2.896,2,0.2,0.4706,9
2228,CA-2017-130771,29/7/2017,3/8/2017,Standard Class,LA-16780,TEC-PH-10002496,124.792,1,0.2,15.599,6
2229,CA-2016-139157,1/10/2016,5/10/2016,Standard Class,GM-14680,FUR-TA-10003238,330.588,1,0.4,-115.7058,4
2230,CA-2014-128055,31/3/2014,5/4/2014,Standard Class,AA-10315,OFF-BI-10004390,673.568,2,0.2,252.588,9
2231,CA-2014-128055,31/3/2014,5/4/2014,Standard Class,AA-10315,OFF-AP-10002765,52.98,2,0,14.8344,6
2232,CA-2017-157091,26/6/2017,1/7/2017,Standard Class,DB-13405,FUR-FU-10000293,526.45,5,0,31.587,4
2233,CA-2017-132122,9/7/2017,14/7/2017,Standard Class,JH-15820,OFF-ST-10003692,228.92,5,0.2,14.3075,4
2234,CA-2015-123232,14/12/2015,16/12/2015,Second Class,DJ-13630,TEC-PH-10001051,319.968,4,0.2,35.9964,8
2235,CA-2017-104066,5/12/2017,10/12/2017,Standard Class,QJ-19255,TEC-AC-10001013,205.03,7,0,67.6599,4
2236,CA-2015-145849,15/9/2015,17/9/2015,Second Class,CT-11995,OFF-ST-10000025,190.86,2,0,11.4516,9
2237,CA-2015-145849,15/9/2015,17/9/2015,Second Class,CT-11995,OFF-AR-10000817,24.32,8,0,8.2688,8
2238,CA-2016-122322,15/7/2016,21/7/2016,Standard Class,RH-19510,OFF-SU-10000952,44.4,5,0,12.432,8
2239,CA-2017-166849,20/4/2017,26/4/2017,Standard Class,SJ-20125,FUR-FU-10004597,44.4,2,0.6,-52.17,1
2240,CA-2016-146633,15/11/2016,17/11/2016,Second Class,TG-21310,OFF-BI-10003527,1016.792,1,0.2,381.297,4
2241,CA-2016-146633,15/11/2016,17/11/2016,Second Class,TG-21310,OFF-BI-10002982,38.136,7,0.2,13.3476,4
2242,US-2016-126893,26/11/2016,1/12/2016,Standard Class,CT-11995,TEC-PH-10004165,494.982,3,0.4,-115.4958,4
2243,CA-2017-103380,21/11/2017,25/11/2017,Standard Class,BF-11005,OFF-ST-10003442,56.56,2,0,15.2712,8
2244,CA-2017-103380,21/11/2017,25/11/2017,Standard Class,BF-11005,OFF-AR-10003856,5.56,2,0,1.4456,8
2245,CA-2017-103380,21/11/2017,25/11/2017,Standard Class,BF-11005,OFF-FA-10004248,9.02,2,0,3.5178,1
2246,CA-2017-103380,21/11/2017,25/11/2017,Standard Class,BF-11005,OFF-AP-10001492,8.62,1,0,2.2412,8
2247,CA-2017-103380,21/11/2017,25/11/2017,Standard Class,BF-11005,TEC-PH-10004165,659.976,3,0.2,49.4982,8
2248,CA-2015-116092,15/2/2015,18/2/2015,Second Class,JM-16195,OFF-PA-10004285,13.36,2,0,6.4128,8
2249,CA-2015-116092,15/2/2015,18/2/2015,Second Class,JM-16195,OFF-BI-10001628,41.72,5,0.2,13.0375,7
2250,CA-2015-116092,15/2/2015,18/2/2015,Second Class,JM-16195,OFF-BI-10000546,11.52,5,0.2,4.176,8
2251,CA-2015-116092,15/2/2015,18/2/2015,Second Class,JM-16195,OFF-AP-10001391,541.44,6,0,157.0176,3
2252,CA-2015-116092,15/2/2015,18/2/2015,Second Class,JM-16195,OFF-PA-10000477,19.44,3,0,9.3312,7
2253,CA-2016-117849,15/4/2016,17/4/2016,Second Class,JK-16120,OFF-PA-10004327,143.7,3,0,68.976,4
2254,CA-2015-169201,28/9/2015,1/10/2015,First Class,HG-14965,OFF-AP-10000696,43.26,3,0,14.2758,7
2255,CA-2015-169201,28/9/2015,1/10/2015,First Class,HG-14965,OFF-AP-10002082,43.56,2,0,15.246,7
2256,CA-2016-164091,17/9/2016,22/9/2016,Standard Class,LA-16780,TEC-PH-10001944,437.85,3,0,131.355,7
2257,CA-2016-164091,17/9/2016,22/9/2016,Standard Class,LA-16780,FUR-FU-10004952,109.48,2,0,33.9388,2
2258,CA-2017-105214,16/6/2017,19/6/2017,First Class,TS-21610,FUR-CH-10000015,1212.96,7,0.2,90.972,6
2259,CA-2017-105214,16/6/2017,19/6/2017,First Class,TS-21610,OFF-PA-10001776,18.54,2,0,8.7138,6
2260,CA-2015-117611,8/11/2015,10/11/2015,Second Class,MZ-17335,OFF-FA-10002280,5,1,0,2.4,2
2261,CA-2015-117611,8/11/2015,10/11/2015,Second Class,MZ-17335,TEC-AC-10002049,371.97,3,0,66.9546,7
2262,US-2015-137960,18/12/2015,18/12/2015,Same Day,MW-18220,TEC-AC-10002253,166.24,1,0,24.936,9
2263,CA-2017-122994,6/2/2017,9/2/2017,First Class,MV-17485,FUR-BO-10004015,359.97,3,0,79.1934,6
2264,CA-2016-131065,14/11/2016,16/11/2016,Second Class,AA-10375,TEC-AC-10004145,499.98,2,0,114.9954,1
2265,CA-2016-131065,14/11/2016,16/11/2016,Second Class,AA-10375,OFF-PA-10002479,5.28,1,0,2.376,2
2266,CA-2016-131065,14/11/2016,16/11/2016,Second Class,AA-10375,OFF-BI-10004970,8.26,2,0,3.8822,8
2267,CA-2017-149146,12/10/2017,12/10/2017,Same Day,SM-20320,OFF-PA-10003919,7.968,2,0.2,2.6892,8
2268,CA-2017-137470,17/9/2017,17/9/2017,Same Day,TP-21415,OFF-PA-10002001,12.96,2,0,6.3504,7
2269,CA-2017-105480,20/12/2017,26/12/2017,Standard Class,DK-13225,OFF-PA-10002787,6.48,1,0,3.1104,6
2270,CA-2017-105480,20/12/2017,26/12/2017,Standard Class,DK-13225,OFF-BI-10003291,6.984,1,0.2,2.3571,9
2271,CA-2017-164917,2/12/2017,7/12/2017,Standard Class,MK-17905,OFF-AR-10004344,47.96,5,0.2,4.1965,9
2272,CA-2015-102036,21/9/2015,27/9/2015,Standard Class,CS-12130,OFF-ST-10003123,199.74,6,0,47.9376,7
2273,CA-2015-142944,6/3/2015,11/3/2015,Standard Class,JL-15850,FUR-FU-10000308,435.26,7,0,95.7572,7
2274,CA-2015-142944,6/3/2015,11/3/2015,Standard Class,JL-15850,TEC-CO-10003763,1119.984,2,0.2,377.9946,7
2275,CA-2014-157882,3/10/2014,8/10/2014,Second Class,AR-10405,FUR-TA-10001866,143.432,1,0.2,3.5858,2
2276,CA-2014-157882,3/10/2014,8/10/2014,Second Class,AR-10405,FUR-CH-10002774,122.352,3,0.2,13.7646,1
2277,CA-2014-104283,27/6/2014,1/7/2014,Standard Class,LM-17065,OFF-ST-10004337,306.2,5,0,0,8
2278,CA-2014-104283,27/6/2014,1/7/2014,Standard Class,LM-17065,FUR-TA-10001039,85.98,1,0,22.3548,8
2279,CA-2014-104283,27/6/2014,1/7/2014,Standard Class,LM-17065,TEC-AC-10000109,223.96,4,0,53.7504,6
2280,CA-2017-142622,30/10/2017,2/11/2017,First Class,JK-15625,FUR-CH-10003833,97.568,2,0.2,-6.098,8
2281,CA-2017-142622,30/10/2017,2/11/2017,First Class,JK-15625,FUR-CH-10004289,614.272,8,0.2,-23.0352,9
2282,CA-2017-142622,30/10/2017,2/11/2017,First Class,JK-15625,FUR-BO-10004467,199.98,2,0,37.9962,6
2283,CA-2016-132143,3/9/2016,5/9/2016,First Class,FM-14215,OFF-PA-10002713,48.16,7,0,22.1536,4
2284,CA-2015-153108,5/3/2015,9/3/2015,Standard Class,SF-20200,TEC-PH-10001552,23.92,2,0,6.6976,8
2285,CA-2015-153108,5/3/2015,9/3/2015,Standard Class,SF-20200,OFF-AP-10002222,60.69,7,0,16.3863,8
2286,CA-2016-112676,5/5/2016,8/5/2016,First Class,PJ-18835,OFF-PA-10003971,14.352,3,0.2,5.2026,9
2287,CA-2017-165687,17/11/2017,23/11/2017,Standard Class,CS-12355,OFF-AP-10004036,35.04,2,0,12.264,8
2288,US-2017-112928,1/6/2017,5/6/2017,Second Class,BB-10990,OFF-AP-10002287,17.48,5,0.2,1.311,5
2289,CA-2017-143343,10/6/2017,13/6/2017,First Class,BW-11200,OFF-AR-10002375,16.4,5,0,4.756,5
2290,CA-2017-115154,8/1/2017,11/1/2017,First Class,RS-19420,FUR-TA-10001950,892.98,2,0,80.3682,9
2291,CA-2015-149342,20/4/2015,25/4/2015,Standard Class,TS-21160,TEC-PH-10001557,287.97,3,0,77.7519,8
2292,CA-2015-149342,20/4/2015,25/4/2015,Standard Class,TS-21160,FUR-FU-10002937,595.38,6,0,297.69,2
2293,CA-2015-149342,20/4/2015,25/4/2015,Standard Class,TS-21160,OFF-PA-10001166,12.96,2,0,6.2208,1
2294,CA-2015-130995,1/11/2015,6/11/2015,Standard Class,QJ-19255,TEC-PH-10000347,4.95,1,0,1.3365,4
2295,CA-2017-127929,23/12/2017,27/12/2017,Standard Class,FM-14215,FUR-FU-10003708,181.95,3,0,38.2095,6
2296,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,OFF-PA-10002659,13.52,4,0,6.2192,1
2297,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,FUR-FU-10000965,259.7,5,0,106.477,5
2298,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,TEC-PH-10001527,42.95,1,0,1.2885,7
2299,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,TEC-AC-10001838,1399.93,7,0,601.9699,4
2300,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,TEC-PH-10002597,503.96,4,0,125.99,2
2301,CA-2014-162362,14/11/2014,18/11/2014,Standard Class,JL-15505,OFF-BI-10000756,12.72,3,0,6.36,8
2302,CA-2014-162362,14/11/2014,18/11/2014,Standard Class,JL-15505,OFF-BI-10000546,11.52,4,0,5.6448,4
2303,CA-2016-106558,17/1/2016,21/1/2016,Standard Class,DL-13495,TEC-AC-10001142,316,4,0,31.6,8
2304,CA-2017-157931,17/9/2017,22/9/2017,Second Class,MO-17800,FUR-CH-10000785,723.92,4,0,188.2192,8
2305,CA-2017-157931,17/9/2017,22/9/2017,Second Class,MO-17800,OFF-PA-10000474,106.32,3,0,49.9704,4
2306,CA-2016-115574,23/12/2016,24/12/2016,First Class,BP-11185,FUR-BO-10003441,141.372,2,0.3,-14.1372,5
2307,CA-2015-160794,6/8/2015,8/8/2015,First Class,MS-17980,OFF-PA-10004156,27.216,3,0.2,9.8658,4
2308,CA-2017-116225,5/11/2017,9/11/2017,Standard Class,SV-20935,TEC-AC-10001432,390.75,5,0,171.93,7
2309,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,FUR-CH-10001394,280.792,1,0.2,35.099,6
2310,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,OFF-ST-10002370,68.448,4,0.2,7.7004,8
2311,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,OFF-AR-10002956,88.04,5,0.2,6.603,7
2312,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,OFF-AR-10001955,15.872,1,0.2,1.984,6
2313,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,OFF-ST-10001809,215.592,3,0.2,-48.5082,6
2314,CA-2017-122035,20/7/2017,25/7/2017,Standard Class,EM-13825,OFF-LA-10004093,14.62,2,0,6.8714,2
2315,CA-2017-122035,20/7/2017,25/7/2017,Standard Class,EM-13825,OFF-AP-10002118,416.32,2,0,112.4064,9
2316,CA-2017-122035,20/7/2017,25/7/2017,Standard Class,EM-13825,OFF-BI-10000404,43,5,0,20.21,7
2317,CA-2017-122035,20/7/2017,25/7/2017,Standard Class,EM-13825,FUR-CH-10003833,182.94,3,0,27.441,2
2318,CA-2017-122035,20/7/2017,25/7/2017,Standard Class,EM-13825,OFF-BI-10002072,60.83,7,0,30.415,5
2319,CA-2017-122035,20/7/2017,25/7/2017,Standard Class,EM-13825,TEC-AC-10003095,389.97,3,0,132.5898,6
2320,CA-2015-117828,23/12/2015,26/12/2015,First Class,BD-11500,OFF-AP-10001563,194.32,4,0,56.3528,7
2321,CA-2017-165491,20/3/2017,24/3/2017,Standard Class,HW-14935,TEC-AC-10000358,265.93,7,0,63.8232,8
2322,CA-2015-109470,31/12/2015,3/1/2016,Second Class,KC-16255,OFF-BI-10004492,94.74,3,0,44.5278,6
2323,CA-2015-109470,31/12/2015,3/1/2016,Second Class,KC-16255,OFF-BI-10001072,60.64,4,0,27.8944,7
2324,CA-2015-109470,31/12/2015,3/1/2016,Second Class,KC-16255,OFF-BI-10003707,76.3,5,0,38.15,6
2325,CA-2015-109470,31/12/2015,3/1/2016,Second Class,KC-16255,OFF-BI-10000977,364.8,12,0,167.808,9
2326,CA-2015-105102,15/9/2015,19/9/2015,Second Class,BM-11575,OFF-BI-10002082,79.872,3,0.2,29.952,2
2327,CA-2015-105102,15/9/2015,19/9/2015,Second Class,BM-11575,FUR-BO-10004709,46.384,1,0.2,1.1596,4
2328,CA-2015-105102,15/9/2015,19/9/2015,Second Class,BM-11575,OFF-PA-10002365,12.96,2,0,6.2208,1
2329,CA-2017-138422,23/9/2017,26/9/2017,First Class,KN-16705,OFF-EN-10004147,14.352,3,0.2,5.2026,9
2330,US-2015-147739,25/12/2015,29/12/2015,Standard Class,JD-16150,FUR-FU-10001468,547.136,4,0.2,-68.392,1
2331,CA-2016-155187,24/9/2016,26/9/2016,Second Class,LA-16780,OFF-ST-10000642,41.96,2,0,2.9372,9
2332,CA-2016-155187,24/9/2016,26/9/2016,Second Class,LA-16780,OFF-PA-10000380,41.7,5,0,20.85,7
2333,CA-2017-169285,21/3/2017,25/3/2017,Standard Class,RW-19690,OFF-PA-10004071,277.4,5,0,133.152,6
2334,CA-2017-169285,21/3/2017,25/3/2017,Standard Class,RW-19690,OFF-PA-10004971,5.78,1,0,2.8322,6
2335,CA-2014-140886,30/9/2014,4/10/2014,Standard Class,KW-16570,OFF-AP-10000696,69.216,6,0.2,11.2476,7
2336,CA-2017-152695,10/12/2017,10/12/2017,Same Day,CC-12220,OFF-EN-10004030,10.86,3,0,5.1042,5
2337,CA-2017-152695,10/12/2017,10/12/2017,Same Day,CC-12220,OFF-AP-10000026,426.79,7,0,123.7691,9
2338,CA-2014-110639,23/8/2014,23/8/2014,Same Day,RH-19495,OFF-PA-10003936,25.92,4,0,12.4416,4
2339,CA-2014-110639,23/8/2014,23/8/2014,Same Day,RH-19495,OFF-PA-10004530,45.92,4,0,22.5008,2
2340,CA-2014-121727,19/8/2014,24/8/2014,Standard Class,JK-15625,OFF-AR-10004930,10.72,2,0.2,1.742,6
2341,CA-2016-137736,10/11/2016,15/11/2016,Standard Class,DC-13285,OFF-AR-10004999,41.86,7,0,10.465,9
2342,US-2014-143231,31/12/2014,3/1/2015,First Class,GM-14455,FUR-FU-10002501,63.2,5,0,23.384,6
2343,US-2014-143231,31/12/2014,3/1/2015,First Class,GM-14455,TEC-AC-10000358,113.97,3,0,27.3528,6
2344,US-2014-155894,26/7/2014,30/7/2014,Second Class,CL-11890,OFF-ST-10004804,123.552,3,0.2,-29.3436,8
2345,CA-2016-119025,22/2/2016,28/2/2016,Standard Class,PV-18985,OFF-AP-10001205,490.32,9,0,137.2896,4
2346,CA-2016-159373,13/3/2016,18/3/2016,Standard Class,LT-17110,OFF-PA-10000659,70.08,5,0.2,24.528,4
2347,CA-2016-159373,13/3/2016,18/3/2016,Standard Class,LT-17110,OFF-BI-10004141,1.272,2,0.8,-2.1624,6
2348,CA-2016-159373,13/3/2016,18/3/2016,Standard Class,LT-17110,FUR-TA-10004619,557.585,5,0.3,0,4
2349,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,OFF-BI-10004187,9.024,6,0.2,3.1584,2
2350,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,OFF-BI-10000632,69.456,2,0.2,22.5732,4
2351,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,OFF-PA-10003724,10.86,2,0,5.3214,9
2352,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,OFF-AP-10002765,79.47,3,0,22.2516,7
2353,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,OFF-AR-10001868,10.08,6,0,5.04,9
2354,CA-2015-111514,31/8/2015,2/9/2015,First Class,SC-20260,FUR-BO-10002545,1552.831,7,0.15,200.9546,6
2355,CA-2015-111514,31/8/2015,2/9/2015,First Class,SC-20260,OFF-BI-10002735,137.24,5,0.2,46.3185,7
2356,CA-2015-111514,31/8/2015,2/9/2015,First Class,SC-20260,TEC-AC-10004864,36.51,1,0,15.6993,3
2357,CA-2015-111514,31/8/2015,2/9/2015,First Class,SC-20260,TEC-MA-10000597,239.976,3,0.2,80.9919,2
2358,US-2014-148838,17/3/2014,21/3/2014,Standard Class,CP-12340,FUR-TA-10003473,1579.746,7,0.4,-447.5947,9
2359,US-2014-148838,17/3/2014,21/3/2014,Standard Class,CP-12340,FUR-TA-10001950,1071.576,4,0.4,-553.6476,5
2360,US-2014-148838,17/3/2014,21/3/2014,Standard Class,CP-12340,FUR-TA-10004175,613.908,3,0.4,-122.7816,9
2361,US-2014-148838,17/3/2014,21/3/2014,Standard Class,CP-12340,OFF-PA-10002960,34.86,7,0,16.3842,6
2362,US-2014-148838,17/3/2014,21/3/2014,Standard Class,CP-12340,OFF-PA-10000919,155.04,4,0,75.9696,9
2363,CA-2017-136497,16/4/2017,20/4/2017,Standard Class,RF-19840,OFF-BI-10001553,13.71,5,0.7,-10.054,5
2364,US-2016-108637,13/3/2016,18/3/2016,Standard Class,AB-10060,FUR-FU-10004864,127.88,2,0,40.9216,7
2365,US-2016-108637,13/3/2016,18/3/2016,Standard Class,AB-10060,OFF-AP-10004540,160.32,2,0,44.8896,8
2366,US-2016-108637,13/3/2016,18/3/2016,Standard Class,AB-10060,OFF-BI-10004965,46,4,0,20.7,6
2367,CA-2014-102295,24/11/2014,26/11/2014,Second Class,EH-13990,FUR-CH-10001714,120.712,1,0.2,-18.1068,2
2368,CA-2017-123659,10/2/2017,13/2/2017,First Class,MN-17935,OFF-PA-10002464,23.12,4,0,11.3288,8
2369,US-2016-129469,23/9/2016,27/9/2016,Standard Class,KL-16555,FUR-FU-10002298,532.704,6,0.2,-26.6352,1
2370,US-2016-129469,23/9/2016,27/9/2016,Standard Class,KL-16555,OFF-AR-10000315,4.912,2,0.2,0.307,1
2371,CA-2017-155152,7/7/2017,9/7/2017,Second Class,MP-17965,TEC-AC-10004353,252,4,0,93.24,4
2372,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,FUR-FU-10004973,60.288,8,0.6,-27.1296,7
2373,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,OFF-FA-10000936,2.632,1,0.2,0.8225,2
2374,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,OFF-PA-10001609,23.688,9,0.2,7.6986,6
2375,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,FUR-CH-10000785,253.372,2,0.3,-14.4784,6
2376,CA-2017-119669,24/1/2017,30/1/2017,Standard Class,TP-21130,OFF-FA-10000053,5.67,3,0,0.1134,7
